"F",1,1,0
64,9
64,11
66,7
68,7
70,7
70,11
72,7
"F",7,259,283
1,14
2,14
4,14
6,13
6,14
7,13
9,13
11,13
34,8
36,12
37,3
40,7
48,8
55,3
61,9
62,4
62,6
62,8
64,8
64,10
65,5
66,6
66,12
67,7
72,12
"F",8,284,304
1,12
2,12
4,12
6,11
6,12
8,11
10,11
11,11
36,9
37,1
40,4
45,6
49,5
55,1
62,5
63,2
64,6
65,7
66,3
66,9
67,4
"F",9,305,313
1,3
2,7
6,2
15,3
29,2
30,4
32,7
33,2
38,7
"F",10,314,327
2,9
3,10
4,9
5,8
6,7
8,7
9,6
10,5
12,5
13,4
14,3
16,2
16,3
17,2
"F",11,328,395
1,2
3,3
3,4
5,4
5,5
8,1
9,2
13,6
15,2
15,6
17,4
17,8
19,6
19,10
19,12
19,17
20,18
21,8
22,2
22,20
23,4
23,6
23,10
23,14
24,22
25,8
25,16
25,22
27,10
27,18
27,24
29,26
30,7
31,10
31,28
33,12
33,28
34,14
35,16
35,30
37,18
37,32
38,9
38,12
38,16
39,12
39,14
39,32
40,15
41,18
41,34
42,19
42,20
43,22
43,24
45,26
45,28
45,36
47,22
47,24
47,26
47,28
47,37
49,38
50,31
50,33
51,36
51,38
"F",12,396,423
1,9
3,10
5,11
6,1
7,12
8,3
9,13
10,5
10,6
11,14
12,7
12,8
13,15
14,8
14,10
16,10
16,12
16,16
17,12
17,17
18,14
19,14
20,16
20,18
21,17
22,18
22,19
24,20
"F",13,424,431
1,2
3,2
5,2
6,1
6,2
8,1
10,1
12,1
"F",14,432,439
1,2
3,2
5,2
6,1
6,2
8,1
10,1
12,1
"F",15,440,447
1,2
3,2
5,2
6,1
6,2
8,1
10,1
12,1
"F",16,448,455
1,2
3,2
5,2
6,1
6,2
8,1
10,1
12,1
"F",17,456,469
2,9
3,10
4,9
5,8
6,7
8,7
9,6
10,5
12,5
13,4
14,3
16,2
16,3
17,2
"F",18,470,544
1,10
3,10
5,10
6,11
7,10
8,11
9,10
10,9
14,6
16,7
16,9
18,9
18,11
20,9
20,11
22,8
22,13
23,4
24,5
24,7
24,13
26,6
26,13
28,7
28,13
30,13
30,17
31,1
32,9
32,13
32,17
33,2
34,3
34,9
34,13
34,17
35,18
36,5
36,9
37,18
38,5
39,18
41,18
42,7
42,19
44,19
46,9
46,19
48,4
48,19
50,5
50,9
50,19
52,7
52,19
54,7
54,19
56,9
56,19
58,9
58,19
60,11
60,18
62,8
62,11
62,18
64,10
64,11
64,17
66,17
67,11
68,13
68,16
70,14
70,15
"F",19,545,570
1,5
3,6
4,5
5,5
6,6
7,5
8,4
8,6
10,4
10,6
12,4
13,1
14,4
15,1
16,4
17,1
18,2
18,4
19,1
20,2
20,4
22,2
23,3
24,2
25,3
26,2
"F",20,571,578
1,2
3,2
5,2
6,1
6,2
8,1
10,1
12,1
"F",21,579,586
1,2
3,2
5,2
6,1
6,2
8,1
10,1
12,1
"F",22,587,594
1,2
3,2
5,2
6,1
6,2
8,1
10,1
12,1
"F",23,595,602
1,2
3,2
5,2
6,1
6,2
8,1
10,1
12,1
"F",24,603,618
3,9
3,10
4,8
5,8
6,7
7,7
8,6
9,6
10,5
11,5
12,4
13,4
14,3
15,3
16,2
17,2
"F",25,619,693
1,10
3,10
5,10
6,11
7,10
8,11
9,10
10,9
14,6
16,7
16,9
18,9
18,11
20,9
20,11
22,8
22,13
23,4
24,5
24,7
24,13
26,6
26,13
28,7
28,13
30,13
30,17
31,1
32,9
32,13
32,17
33,2
34,3
34,9
34,13
34,17
35,18
36,5
36,9
37,18
38,5
39,18
41,18
42,7
42,19
44,19
46,9
46,19
48,4
48,19
50,5
50,9
50,19
52,7
52,19
54,7
54,19
56,9
56,19
58,9
58,19
60,11
60,18
62,8
62,11
62,18
64,10
64,11
64,17
66,17
67,11
68,13
68,16
70,14
70,15
"F",26,694,719
1,5
3,6
4,5
5,5
6,6
7,5
8,4
8,6
10,4
10,6
12,4
13,1
14,4
15,1
16,4
17,1
18,2
18,4
19,1
20,2
20,4
22,2
23,3
24,2
25,3
26,2
"F",27,720,727
1,2
3,2
5,2
6,1
6,2
8,1
10,1
12,1
"F",28,728,735
1,2
3,2
5,2
6,1
6,2
8,1
10,1
12,1
"F",29,736,751
3,9
3,10
4,8
5,8
6,7
7,7
8,6
9,6
10,5
11,5
12,4
13,4
14,3
15,3
16,2
17,2
"F",30,752,819
1,2
3,3
3,4
5,4
5,5
8,1
9,2
13,6
15,2
15,6
17,4
17,8
19,6
19,10
19,12
19,17
20,18
21,8
22,2
22,20
23,4
23,6
23,10
23,14
24,22
25,8
25,16
25,22
27,10
27,18
27,24
29,26
30,7
31,10
31,28
33,12
33,28
34,14
35,16
35,30
37,18
37,32
38,9
38,12
38,16
39,12
39,14
39,32
40,15
41,18
41,34
42,19
42,20
43,22
43,24
45,26
45,28
45,36
47,22
47,24
47,26
47,28
47,37
49,38
50,31
50,33
51,36
51,38
"F",31,820,847
1,9
3,10
5,11
6,1
7,12
8,3
9,13
10,5
10,6
11,14
12,7
12,8
13,15
14,8
14,10
16,10
16,12
16,16
17,12
17,17
18,14
19,14
20,16
20,18
21,17
22,18
22,19
24,20
"F",32,848,875
1,9
3,10
5,11
6,1
7,12
8,3
9,13
10,5
10,6
11,14
12,7
12,8
13,15
14,8
14,10
16,10
16,12
16,16
17,12
17,17
18,14
19,14
20,16
20,18
21,17
22,18
22,19
24,20
"F",33,876,903
1,9
3,10
5,11
6,1
7,12
8,3
9,13
10,5
10,6
11,14
12,7
12,8
13,15
14,8
14,10
16,10
16,12
16,16
17,12
17,17
18,14
19,14
20,16
20,18
21,17
22,18
22,19
24,20
"F",34,904,919
3,9
3,10
4,8
5,8
6,7
7,7
8,6
9,6
10,5
11,5
12,4
13,4
14,3
15,3
16,2
17,2
"F",35,920,994
1,10
3,10
5,10
6,11
7,10
8,11
9,10
10,9
14,6
16,7
16,9
18,9
18,11
20,9
20,11
22,8
22,13
23,4
24,5
24,7
24,13
26,6
26,13
28,7
28,13
30,13
30,17
31,1
32,9
32,13
32,17
33,2
34,3
34,9
34,13
34,17
35,18
36,5
36,9
37,18
38,5
39,18
41,18
42,7
42,19
44,19
46,9
46,19
48,4
48,19
50,5
50,9
50,19
52,7
52,19
54,7
54,19
56,9
56,19
58,9
58,19
60,11
60,18
62,8
62,11
62,18
64,10
64,11
64,17
66,17
67,11
68,13
68,16
70,14
70,15
"F",36,995,1020
1,5
3,6
4,5
5,5
6,6
7,5
8,4
8,6
10,4
10,6
12,4
13,1
14,4
15,1
16,4
17,1
18,2
18,4
19,1
20,2
20,4
22,2
23,3
24,2
25,3
26,2
"F",37,1021,1046
1,5
3,6
4,5
5,5
6,6
7,5
8,4
8,6
10,4
10,6
12,4
13,1
14,4
15,1
16,4
17,1
18,2
18,4
19,1
20,2
20,4
22,2
23,3
24,2
25,3
26,2
"F",38,1047,1072
1,5
3,6
4,5
5,5
6,6
7,5
8,4
8,6
10,4
10,6
12,4
13,1
14,4
15,1
16,4
17,1
18,2
18,4
19,1
20,2
20,4
22,2
23,3
24,2
25,3
26,2
